abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
,https://www.nytimes.com/1902/06/01/archives/weekly-bank-statement.html,,,WEEKLY,1,The New York Times,[],"{'main': 'WEEKLY BANK STATEMENT.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'WEEKLY BANK STATEMENT.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/09268671-b1e0-5c01-900b-ee1c7046cb24,0,nyt://article/09268671-b1e0-5c01-900b-ee1c7046cb24
SHE had lately set up a dressmaking establishment and was chatting of her trials.  ,https://www.nytimes.com/1902/06/01/archives/a-storehouse-of-ideas.html,,,T,10,The New York Times,[],"{'main': 'A Storehouse of Ideas.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'A Storehouse of Ideas.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/09b1186d-7a1e-522c-8441-b4ae88ea4d3d,0,nyt://article/09b1186d-7a1e-522c-8441-b4ae88ea4d3d
"For the third time in four days the New York baseball team was shut out at the Polo Grounds yesterday afternoon. It was a battle of the pitchers, in which Voorhees of the Philadelphia team had a shade the better of it, and the visitors won by a score of three to nothing.  ",https://www.nytimes.com/1902/06/01/archives/yesterdays-baseball-new-yorks-badly-beaten-by-the-philadelphia-team.html,,,,10,The New York Times,[],"{'main': ""YESTERDAY'S BASEBALL; New Yorks Badly Beaten by the Philadelphia Team."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""YESTERDAY'S BASEBALL; New Yorks Badly Beaten by the Philadelphia Team."", 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/09ecd158-76a7-5916-addf-1204ee4b5d87,0,nyt://article/09ecd158-76a7-5916-addf-1204ee4b5d87
"In one sense national music is any music which is beloved by a nation. Under this head would come ""Home, Sweet Home"" and ""Suwanee River,"" a more tender lyric of home and its memories than Stephen C. Foster's ""Old Folks at Home,"" of which about 500,000 copies were sold. It was often under interdict during the civil war because it made soldiers down-hearted.  ",https://www.nytimes.com/1902/06/01/archives/birth-of-national-airs-how-yankee-doodle-and-john-browns-body-were.html,,,,27,The New York Times,[],"{'main': 'BIRTH OF NATIONAL AIRS; How ""Yankee Doodle"" and ""John Brown\'s Body"" Were Written.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'BIRTH OF NATIONAL AIRS; How ""Yankee Doodle"" and ""John Brown\'s Body"" Were Written.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': 'From The Boston Herald', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0af70048-f9d0-557d-bfbf-9e65192e3dec,0,nyt://article/0af70048-f9d0-557d-bfbf-9e65192e3dec
Frisco's recollections,https://www.nytimes.com/1902/06/01/archives/friscos-recollections-of-bret-harte-a-lonely-man-whom-few-people.html,Frisco's recollections,,,32,The New York Times,[],"{'main': ""FRISCO'S RECOLLECTIONS OF BRET HARTE; A Lonely Man Whom Few People Knew -- Never Popular on the Pacific Coast -- Early Developed Anglomania and a Love of Dress."", 'kicker': None, 'content_kicker': None, 'print_headline': ""FRISCO'S RECOLLECTIONS OF BRET HARTE; A Lonely Man Whom Few People Knew -- Never Popular on the Pacific Coast -- Early Developed Anglomania and a Love of Dress."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Harte, Bret', 'rank': 1, 'major': 'N'}]",1902-06-01T05:00:00+0000,article,None,Archives,"{'original': 'From The San Francisco Call', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0be5a27b-3b54-5171-a2a3-ca7ca1a73942,0,nyt://article/0be5a27b-3b54-5171-a2a3-ca7ca1a73942
,https://www.nytimes.com/1902/06/01/archives/u-of-illinois-6-west-point-5.html,,,,16,The New York Times,[],"{'main': 'U. of Illinois, 6; West Point, 5.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'U. of Illinois, 6; West Point, 5.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0c8afa3f-cba5-5051-a82e-8b2e6b80d601,0,nyt://article/0c8afa3f-cba5-5051-a82e-8b2e6b80d601
"""Men and women who have visited New Orleans have often commented on the happy system adopted here of naming the streets of the city,"" said an observant citizen,"" but it seems to me they have overlooked the real beauty of the system. The classical myths, like Dryades, the wood nymph, are all right, and Clay and Webster, and Calhoun are not bad.  ",https://www.nytimes.com/1902/06/01/archives/street-names-in-new-orleans.html,,,,19,The New York Times,[],"{'main': 'Street Names in New Orleans.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Street Names in New Orleans.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': 'From The New Orleans Times-Democrat', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0d7fa657-dff6-5c55-a9ea-8a3db34ea237,0,nyt://article/0d7fa657-dff6-5c55-a9ea-8a3db34ea237
"Since Mark Twain at a recent dinner in this city went into the subject of old-time physicians and their methods, an investigation has been proceeding in England into ancient cures and their authors, with the result that some strange and little-known facts have been brought to light.  ",https://www.nytimes.com/1902/06/01/archives/invented-dovers-powder-an-oldtime-physician-who-had-an-adventurous.html,,,,24,The New York Times,[],"{'main': ""INVENTED DOVER'S POWDER; An Old-Time Physician Who Had an Adventurous Career."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""INVENTED DOVER'S POWDER; An Old-Time Physician Who Had an Adventurous Career."", 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0ee32a36-8bf4-58b6-8778-116098772294,0,nyt://article/0ee32a36-8bf4-58b6-8778-116098772294
,https://www.nytimes.com/1902/06/01/archives/bills-passed-in-washington-by-the-senate.html,,,,5,The New York Times,[],"{'main': 'Bills Passed in Washington.; BY THE SENATE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Bills Passed in Washington.; BY THE SENATE.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0f47645c-3688-55bc-8f74-369118f8332f,0,nyt://article/0f47645c-3688-55bc-8f74-369118f8332f
Astron. Table,https://www.nytimes.com/1902/06/01/archives/six-tables-in-one-novel-piece-of-furniture-designed-for-use-in-the.html,Astron. Table,,,8,The New York Times,[],"{'main': 'SIX TABLES IN ONE.; Novel Piece of Furniture Designed for Use in the Harvard Astronomical Observatory.', 'kicker': None, 'content_kicker': None, 'print_headline': 'SIX TABLES IN ONE.; Novel Piece of Furniture Designed for Use in the Harvard Astronomical Observatory.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Harvard', 'rank': 1, 'major': 'N'}]",1902-06-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0fd21fc3-c16d-5b60-bae9-30c8142eebaf,0,nyt://article/0fd21fc3-c16d-5b60-bae9-30c8142eebaf
,https://www.nytimes.com/1902/06/01/archives/five-prominent-carllate-arrested.html,,,,4,The New York Times,[],"{'main': 'Five Prominent Carllate Arrested.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Five Prominent Carllate Arrested.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/10d9f095-d2ad-5632-8fea-b7d11e514e2c,0,nyt://article/10d9f095-d2ad-5632-8fea-b7d11e514e2c
Irish colleges,https://www.nytimes.com/1902/06/01/archives/how-the-irish-college-in-france-survived-revolution.html,Irish colleges,,,26,The New York Times,[],"{'main': 'HOW THE IRISH COLLEGE IN FRANCE SURVIVED REVOLUTION.', 'kicker': None, 'content_kicker': None, 'print_headline': 'HOW THE IRISH COLLEGE IN FRANCE SURVIVED REVOLUTION.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Paris', 'rank': 1, 'major': 'N'}]",1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/11040d92-0d15-5dad-bd71-8a25ba89a28f,0,nyt://article/11040d92-0d15-5dad-bd71-8a25ba89a28f
,https://www.nytimes.com/1902/06/01/archives/damage-by-flood-transportation-on-the-santa-fe-road-through-the.html,,,,12,The New York Times,[],"{'main': 'DAMAGE BY FLOOD.; Transportation on the Santa Fe Road Through the Arkansas Valley Delayed.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'DAMAGE BY FLOOD.; Transportation on the Santa Fe Road Through the Arkansas Valley Delayed.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/12bdff44-48ef-56e5-b319-601548c6bb85,0,nyt://article/12bdff44-48ef-56e5-b319-601548c6bb85
,https://www.nytimes.com/1902/06/01/archives/the-red-cross-conference-the-dowagar-crarina-especially-gracious-to.html,,,,4,The New York Times,[],"{'main': 'THE RED CROSS CONFERENCE.; The Dowagar Crarina Especially Gracious to Miss Clara Barton.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THE RED CROSS CONFERENCE.; The Dowagar Crarina Especially Gracious to Miss Clara Barton.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/12f7aae9-0c39-560c-a743-9fa2894dd0e4,0,nyt://article/12f7aae9-0c39-560c-a743-9fa2894dd0e4
"THE long parade of stoves that usually stops the way in the Spring season of Holland is now drawing to its end. The thermometer is still hardly above 50 Fahrenheit. The sun out of pure cussedness hides behinds a sky that looks like the wall described by Dante, where even Hope lost courage to step within.  ",https://www.nytimes.com/1902/06/01/archives/domestic-comfort-in-holland-how-the-servant-girl-problem-has-been.html,,,T,15,The New York Times,[],"{'main': 'Domestic Comfort in Holland; How the Servant Girl Problem Has Been Solved -- Where Housecleaning is a Science, and the Men Have Comforts, Too.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Domestic Comfort in Holland; How the Servant Girl Problem Has Been Solved -- Where Housecleaning is a Science, and the Men Have Comforts, Too.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': 'MEVROUW HANKEN-PARKER', 'person': [{'firstname': 'Mevrouw', 'middlename': None, 'lastname': 'HANKEN-PARKER', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/137f6968-73be-5ce0-a822-b489220554ad,0,nyt://article/137f6968-73be-5ce0-a822-b489220554ad
Anderson arrested,https://www.nytimes.com/1902/06/01/archives/crank-annoys-miss-goulo.html,Anderson arrested,,,5,The New York Times,[],"{'main': 'CRANK ANNOYS MISS GOULO.', 'kicker': None, 'content_kicker': None, 'print_headline': 'CRANK ANNOYS MISS GOULO.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/13d9873b-569e-5111-8ce1-b0e5b855091e,0,nyt://article/13d9873b-569e-5111-8ce1-b0e5b855091e
,https://www.nytimes.com/1902/06/01/archives/englands-neutrality.html,,,,14,The New York Times,[],"{'main': '""ENGLAND\'S NEUTRALITY.""', 'kicker': '1', 'content_kicker': None, 'print_headline': '""ENGLAND\'S NEUTRALITY.""', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': 'J.M. WALL', 'person': [{'firstname': 'J.', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/14fb29d4-d5cc-5a80-9668-21979954d5fb,0,nyt://article/14fb29d4-d5cc-5a80-9668-21979954d5fb
,https://www.nytimes.com/1902/06/01/archives/the-risk-of-ballooning.html,,,,10,The New York Times,[],"{'main': 'The Risk of Ballooning.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Risk of Ballooning.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': 'From The London Chronicle', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/16be2929-8c09-547c-ba6a-1623dcb72dd9,0,nyt://article/16be2929-8c09-547c-ba6a-1623dcb72dd9
,https://www.nytimes.com/1902/06/01/archives/farmer-nailed-to-a-tree-two-men-rob-and-maltreat-a-resident-of.html,,,,3,The New York Times,[],"{'main': 'FARMER NAILED TO A TREE.; Two Men Rob and Maltreat a Resident of Alabama.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FARMER NAILED TO A TREE.; Two Men Rob and Maltreat a Resident of Alabama.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/17127a99-ae2b-528e-b290-752a7ddd6666,0,nyt://article/17127a99-ae2b-528e-b290-752a7ddd6666
"Anting, Lt. Harker; accused by Gov. Livingstone",https://www.nytimes.com/1902/06/01/archives/killing-of-two-filipinos-governor-of-philippine-province-reports-it.html,"Anting, Lt. Harker; accused by Gov. Livingstone",,,5,The New York Times,[],"{'main': 'KILLING OF TWO FILIPINOS; Governor of Philippine Province Reports It as Murder.', 'kicker': None, 'content_kicker': None, 'print_headline': 'KILLING OF TWO FILIPINOS; Governor of Philippine Province Reports It as Murder.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1860ecfa-4a31-5ee1-ac32-fff0783184a5,0,nyt://article/1860ecfa-4a31-5ee1-ac32-fff0783184a5
,https://www.nytimes.com/1902/06/01/archives/the-cost-of-living.html,,,,6,The New York Times,[],"{'main': 'The Cost of Living.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Cost of Living.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': 'E.H.M', 'person': [{'firstname': 'E.', 'middlename': 'H.', 'lastname': 'M', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/1893ac93-33c0-5c6c-8144-6ceef0990d67,0,nyt://article/1893ac93-33c0-5c6c-8144-6ceef0990d67
"WASHINGTON, May 31. -- Raymond D. Little, Southern tennis champion of 1901, successfully defended his title to-day, defeating Franklin Geoghegan of the Capitol Hill Club in the challenge match. Little won easily and was in fine form.  ",https://www.nytimes.com/1902/06/01/archives/little-retains-tennis-title.html,,,,16,The New York Times,[],"{'main': 'Little Retains Tennis Title.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Little Retains Tennis Title.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1917046c-ba2b-5c26-bbd6-b5c474f4e2e5,0,nyt://article/1917046c-ba2b-5c26-bbd6-b5c474f4e2e5
"PLAINFIELD, N.J., May 31. -- The weekly competition for the President's Cup at the Park Golf Club this afternoon attracted a number of golfers. First honors went to Charles B. Morse, the points thus won, giving him first place in the contest for the trophy. S. St. John McCutcheon is second, and Senator Charles A. Reed third. The scores better than 100 were:  ",https://www.nytimes.com/1902/06/01/archives/morse-leads-in-plainfield-golf.html,,,,10,The New York Times,[],"{'main': 'Morse Leads in Plainfield Golf.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Morse Leads in Plainfield Golf.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/1952063a-82ae-58f9-ace7-0ee26550237f,0,nyt://article/1952063a-82ae-58f9-ace7-0ee26550237f
,https://www.nytimes.com/1902/06/01/archives/current-money-rates.html,,,WEEKLY,10,The New York Times,[],"{'main': 'CURRENT MONEY RATES.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'CURRENT MONEY RATES.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1aa468d9-995c-5de4-8b8d-5841e0c0cca0,0,nyt://article/1aa468d9-995c-5de4-8b8d-5841e0c0cca0
,https://www.nytimes.com/1902/06/01/archives/to-ordain-colored-deacon-cardinal-gibbons-will-consecrate-the.html,,,,13,The New York Times,[],"{'main': 'TO ORDAIN COLORED DEACON.; Cardinal Gibbons Will Consecrate the Second Negro to Receive Catholic Holy Orders in America.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'TO ORDAIN COLORED DEACON.; Cardinal Gibbons Will Consecrate the Second Negro to Receive Catholic Holy Orders in America.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1ae61957-e063-5f88-b381-08f047f2abee,0,nyt://article/1ae61957-e063-5f88-b381-08f047f2abee
,https://www.nytimes.com/1902/06/01/archives/obituary-2-no-title.html,,,,7,The New York Times,[],"{'main': 'Obituary 2 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Obituary 2 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1b3a0607-34bd-53d8-bbce-63f188f5f0d4,0,nyt://article/1b3a0607-34bd-53d8-bbce-63f188f5f0d4
,https://www.nytimes.com/1902/06/01/archives/william-clarks-condition-serious.html,,,,2,The New York Times,[],"{'main': ""William Clark's Condition Serious."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""William Clark's Condition Serious."", 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1b6bb223-d6e2-5f99-b32c-cf321d959d3c,0,nyt://article/1b6bb223-d6e2-5f99-b32c-cf321d959d3c
"SAULT STE. MARIE, Ontario, May 26. -- Another great water power canal is to be dug by the Clergue syndicate here. It will be the third to use the water of Lake Superior for the Consolidated Lake Superior Company, and will increase the company's power to about 110,000-horse power. All the contracts for this canal will be let this Summer, and heavy concerns are now making estimates.  ",https://www.nytimes.com/1902/06/01/archives/third-canal-at-the-soo-the-clergue-syndicate-to-build-it-on-the.html,,,,17,The New York Times,[],"{'main': 'THIRD CANAL AT THE SOO.; The Clergue Syndicate to Build It on the Canadian Side.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THIRD CANAL AT THE SOO.; The Clergue Syndicate to Build It on the Canadian Side.', 'name': None, 'seo': None, 'sub': None}",[],1902-06-01T05:00:00+0000,article,None,Archives,"{'original': 'From The Boston Transcript', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/1c97eab3-751c-5dfd-9dbf-f7f3160a917e,0,nyt://article/1c97eab3-751c-5dfd-9dbf-f7f3160a917e
