abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
"WARNEMUNDE, East Germany The 7 P.M. sky darkened, the wind chopped little white nicks into the Baltic Sea, and suddenly there were a half dozen young men kneeling on the floor of an open&#8208;air discotheque and pounding the concrete with their bare hands.",https://www.nytimes.com/1978/08/01/archives/new-jersey-pages-restive-youth-is-worrying-east-germany.html,,"WARNEMUNDE, East Germany The 7 P.M. sky darkened, the wind chopped little white nicks into the Baltic Sea, and suddenly there were a half dozen young men kneeling on the floor of an open‐air discotheque and pounding the concrete with their bare hands.",B,17,The New York Times,[],"{'main': 'Restive Youth Is Worrying East Germany', 'kicker': None, 'content_kicker': None, 'print_headline': 'Restive Youth Is Worrying East Germany', 'name': None, 'seo': None, 'sub': None}",[],1978-08-01T05:00:00+0000,article,None,Archives,"{'original': 'By John Vinocur Special to The New York Times', 'person': [{'firstname': 'John', 'middlename': 'Vinocur', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/10caae9b-90c3-57ad-805a-8d42ccccca41,311,nyt://article/10caae9b-90c3-57ad-805a-8d42ccccca41
"Mexican officials believe US Controller of Currency has shelved plan to curb loans to heavily debt burdened developing nations; Mexico owes over $30 billion, 60% of which is placed with US banks; was one of several nations to score Controller's call for stricter enforcement of law that bars natl banks from lending more than 10% of capital to foreign clients (S)",https://www.nytimes.com/1978/08/01/archives/mexicans-expecting-loans-shift-hope-the-us-will-end-curbs.html,"Mexican officials believe US Controller of Currency has shelved plan to curb loans to heavily debt burdened developing nations; Mexico owes over $30 billion, 60% of which is placed with US banks; was one of several nations to score Controller's ca...","MEXICO CITY, July 31 — Mexican officials are expressing confidence that the United States Comptroller of the Currency has quietly shelved a controversial plan to curb loans by American banks to developing nations with heavy debt burdens.",D,11,The New York Times,[],"{'main': 'Mexicans Expecting Loans Shift', 'kicker': None, 'content_kicker': None, 'print_headline': 'Mexicans Expecting Loans Shift', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Mexico', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ECONOMIC CONDITIONS AND TRENDS (GENERAL)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'CREDIT (GENERAL)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'INTERNATIONAL CREDIT MARKETS', 'rank': 4, 'major': 'N'}]",1978-08-01T05:00:00+0000,article,None,Archives,"{'original': 'By Alan Riding Special to The New York Times', 'person': [{'firstname': 'Alan', 'middlename': 'Riding', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/10ebe84c-d3dc-536d-a410-60fe2149b457,601,nyt://article/10ebe84c-d3dc-536d-a410-60fe2149b457
The Economy,https://www.nytimes.com/1978/08/01/archives/business-digest-the-economy.html,,The Economy,D,1,The New York Times,[],"{'main': 'BUSINESS Digest', 'kicker': None, 'content_kicker': None, 'print_headline': 'BUSINESS Digest', 'name': None, 'seo': None, 'sub': None}",[],1978-08-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/122227c7-8092-510f-ad6f-b67cd2c684c3,655,nyt://article/122227c7-8092-510f-ad6f-b67cd2c684c3
Soviet diplomat Col Victor Penkov leaves France after being caught spying; Penkov was detained by French counterespionage authorities on July 1 (S),https://www.nytimes.com/1978/08/01/archives/russian-found-spying-in-france.html,Soviet diplomat Col Victor Penkov leaves France after being caught spying; Penkov was detained by French counterespionage authorities on July 1 (S),"PARIS, July 31 (Reuters) — A Soviet diplomat has left France after being caught spying, official French sources said today. They said Col. Victor Penkov, assistant military attache at the Soviet Embassy, was detained by French cowl-terespionage authorities on July I and left the country shortly afterward. No further details were available.",A,6,The New York Times,[],"{'main': 'Russian Found Spying in France', 'kicker': None, 'content_kicker': None, 'print_headline': 'Russian Found Spying in France', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'UNION OF SOVIET SOCIALIST REPUBLICS', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Espionage', 'rank': 2, 'major': 'N'}]",1978-08-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/15b1595a-737a-5d58-b7bc-faeff6016637,57,nyt://article/15b1595a-737a-5d58-b7bc-faeff6016637
"NORTH CONWAY, N.H., July 31 (AP) &#8212; Eddie Dibbs, the top&#8208;seeded player, scored a 6&#8208;3, 6&#8208;3 triumph over Bob Hewitt in the opening round of $175,000 international tennis tournament at Mount Cranmore Stadium today.",https://www.nytimes.com/1978/08/01/archives/dibbs-defeats-hewitt-in-new-hampshire-tennis.html,,"NORTH CONWAY, N.H., July 31 (AP) — Eddie Dibbs, the top‐seeded player, scored a 6‐3, 6‐3 triumph over Bob Hewitt in the opening round of $175,000 international tennis tournament at Mount Cranmore Stadium today.",C,11,The New York Times,[],"{'main': 'Dibbs Defeats Hewitt In New Hampshire Tennis', 'kicker': None, 'content_kicker': None, 'print_headline': 'Dibbs Defeats Hewitt In New Hampshire Tennis', 'name': None, 'seo': None, 'sub': None}",[],1978-08-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1635cdfb-6742-5585-bf16-6fcd0bd42cde,116,nyt://article/1635cdfb-6742-5585-bf16-6fcd0bd42cde
Article on brokerage cos that derive most of their business from NY met area; co reprs comment on relative advantages of dealing with regional and natl brokers; illus (M),https://www.nytimes.com/1978/08/01/archives/local-stockbrokers-spar-with-giants-local-stock-firms-take-on.html,Article on brokerage cos that derive most of their business from NY met area; co reprs comment on relative advantages of dealing with regional and natl brokers; illus (M),"In St. Louis, A.G. Edwards & Sons is the pre‐eminent local brokerage firm. Similarly, by all accounts, Atlanta's preinier local firm is the RobinsonHumphrey Company, and in Minneapolis it is Piper, Jaffray & Hopwood.",D,1,The New York Times,[],"{'main': 'Local Stockbrokers Spar With Giants', 'kicker': None, 'content_kicker': None, 'print_headline': 'Local Stockbrokers Spar With Giants', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'STOCKS AND BONDS (GENERAL)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'BROKERAGE OFFICES AND PERSONNEL', 'rank': 3, 'major': 'N'}]",1978-08-01T05:00:00+0000,article,None,Archives,"{'original': 'By Leonard Sloane', 'person': [{'firstname': 'Leonard', 'middlename': None, 'lastname': 'Sloane', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/1974c661-cb18-5385-973e-e141bdfb4e78,1283,nyt://article/1974c661-cb18-5385-973e-e141bdfb4e78
"PARIS, July 31 &#8212; An Arabic&#8208;speaking gunman shot his way into the Iraqi Embassy here this morning, held hostages through most of the day before surrendering to French policemen, and then was shot by Iraqi security officials as he was led away by the French officers.",https://www.nytimes.com/1978/08/01/archives/new-jersey-pages-2-slain-at-terrorist-siege-in-paris-embassy.html,,"PARIS, July 31 — An Arabic‐speaking gunman shot his way into the Iraqi Embassy here this morning, held hostages through most of the day before surrendering to French policemen, and then was shot by Iraqi security officials as he was led away by the French officers.",B,17,The New York Times,[],"{'main': '2 Slain at Terrorist Siege in Paris Embassy', 'kicker': None, 'content_kicker': None, 'print_headline': '2 Slain at Terrorist Siege in Paris Embassy', 'name': None, 'seo': None, 'sub': None}",[],1978-08-01T05:00:00+0000,article,None,Archives,"{'original': 'By Jonathan Kandell Special to The New York Times', 'person': [{'firstname': 'Jonathan', 'middlename': 'Kandell', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/1b481efe-c87a-58c7-bbd6-50bfa3689ed0,285,nyt://article/1b481efe-c87a-58c7-bbd6-50bfa3689ed0
"Lloyd A Williams Jr and Willie Stewart, upset over not being transferred to state penitentiary, apparently try to hang themselves from makeshift ropes, Adams County Jail, Miss (S)",https://www.nytimes.com/1978/08/01/archives/two-prisoners-in-mississippi-jail-recover-from-hanging-attempt.html,"Lloyd A Williams Jr and Willie Stewart, upset over not being transferred to state penitentiary, apparently try to hang themselves from makeshift ropes, Adams County Jail, Miss (S)","NATCHEZ, Miss., July 31 (AP) Two prisoners, upset over not being transferred to the state penitentiary, apparently tried to hang themselves from makeshift ropes in their cells at the Adams County Jail, the authorites said.",B,4,The New York Times,[],"{'main': 'Two Prisoners in Mississippi Jail Recover From Hanging Attempt', 'kicker': None, 'content_kicker': None, 'print_headline': 'Two Prisoners in Mississippi Jail Recover From Hanging Attempt', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Mississippi', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 2, 'major': 'N'}]",1978-08-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1b5bfd5f-4b0c-5619-bb33-a314a40a1f6a,129,nyt://article/1b5bfd5f-4b0c-5619-bb33-a314a40a1f6a
"WASHINGTON, July 31 &#8212; The United States, in a public rebuke of President Anwar el&#8208;Sadat of Egypt, said today that it was &#8220;very disappointed&#8221; at his seeming rejection of an American&#8208;sponsored meeting with Israel at the foreign ministers&#8217; level to revive the mace talks.",https://www.nytimes.com/1978/08/01/archives/new-jersey-pages-us-rebukes-sadat-over-his-rejection-of-israeli.html,,"WASHINGTON, July 31 — The United States, in a public rebuke of President Anwar el‐Sadat of Egypt, said today that it was “very disappointed” at his seeming rejection of an American‐sponsored meeting with Israel at the foreign ministers’ level to revive the mace talks.",B,17,The New York Times,[],"{'main': 'U.S. REBUKES SADAT OVER HIS REJECTION OF ISRAELI MEETING; BUT VANCE WILL VISIT MIDEAST In Absence of a Foreign Ministers’ Session, He Will Confer With Both Sides Individually', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. REBUKES SADAT OVER HIS REJECTION OF ISRAELI MEETING; BUT VANCE WILL VISIT MIDEAST In Absence of a Foreign Ministers’ Session, He Will Confer With Both Sides Individually', 'name': None, 'seo': None, 'sub': None}",[],1978-08-01T05:00:00+0000,article,None,Archives,"{'original': 'By Bernard Gwertzman Special to The New York Times', 'person': [{'firstname': 'Bernard', 'middlename': 'Gwertzman', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/1d2940d1-d37e-5afa-8d85-fac234bd66f3,472,nyt://article/1d2940d1-d37e-5afa-8d85-fac234bd66f3
"Sen approves, 69-16, $1.7 billion funding measure for IMF; approves amendment to funding measure requiring balanced budget by beginning of fiscal '81 (S)",https://www.nytimes.com/1978/08/01/archives/senate-votes-to-require-balanced-budget-in-81.html,"Sen approves, 69-16, $1.7 billion funding measure for IMF; approves amendment to funding measure requiring balanced budget by beginning of fiscal '81 (S)","WASHINGTON, July 31 (AP) — The Senate, in an unexpected move today, voted 58 to 29 to require a balanced budget by the beginning of the fiscal year 1981, a goal once espoused by President Carter.",B,6,The New York Times,[],"{'main': 'Senate Votes to Require Balanced Budget in ‘81', 'kicker': None, 'content_kicker': None, 'print_headline': 'Senate Votes to Require Balanced Budget in ‘81', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'International Monetary Fund', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Finances', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'BUDGET', 'rank': 4, 'major': 'N'}]",1978-08-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1d4bb3e3-bef9-50c1-a01c-027d2f16f487,167,nyt://article/1d4bb3e3-bef9-50c1-a01c-027d2f16f487
East Room to be reopened to public with new parquet floor (S),https://www.nytimes.com/1978/08/01/archives/new-flooring-for-white-house.html,East Room to be reopened to public with new parquet floor (S),"WASHINGTON, July 31 (UPI) — The White House East Room will be reopened to the public tomorrow with a new parquet floor. The ballroom has been closed since July 5 for replacement of the flooring, worn thin by the millions of visitors passing through since the last restoration in 1953.",A,13,The New York Times,[],"{'main': 'New Flooring for White House', 'kicker': None, 'content_kicker': None, 'print_headline': 'New Flooring for White House', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'WHITE HOUSE (EXECUTIVE MANSION) (WASHINGTON, DC)', 'rank': 1, 'major': 'N'}]",1978-08-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1dddc1fb-021c-52b2-8a59-4931df5e71a5,55,nyt://article/1dddc1fb-021c-52b2-8a59-4931df5e71a5
Vladimir Mikolsky steals unmarked police car from detective attempting to arrest him (S),https://www.nytimes.com/1978/08/01/archives/metropolitan-briefs-detectives-car-seized.html,Vladimir Mikolsky steals unmarked police car from detective attempting to arrest him (S),Detective's Car Seized,B,3,The New York Times,[],"{'main': 'Metropolitan Briefs', 'kicker': None, 'content_kicker': None, 'print_headline': 'Metropolitan Briefs', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'NEW YORK CITY METROPOLITAN AREA', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'LABOR', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'YOUTH, EMPLOYMENT OF', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'WASTE MATERIALS AND DISPOSAL (SOLID WASTES)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Automobiles', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Robberies and Thefts', 'rank': 8, 'major': 'N'}]",1978-08-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/2067ce06-d2c9-54ab-9cd3-933e581e5b80,635,nyt://article/2067ce06-d2c9-54ab-9cd3-933e581e5b80
